CODE_COMMUNE,CODE_EPCI
74273,200034098
74275,200066793
74276,200034098
74278,200033116
74279,200071967
74280,247400617
74281,200067551
74282,200066793
74283,247400740
74284,247400666
74285,200070852
74286,200071967
74287,247400682
74288,247400690
74289,247400740
74290,200023372
74291,200070852
74292,247400740
74293,200067551
74294,200034098
74295,247400682
74296,247400690
74297,247400740
74298,200011773
74299,200066793
74301,247400047
74302,247400617
74303,200066793
74304,247400666
74305,200011773
74306,247400112
74307,247400112
74308,200071967
74309,247400690
74310,200066793
74311,247400666
74312,200000172
74313,247400112
74314,247400690
74315,200067551
